Station_ID,Stack_File,Status,Longitude,Latitude,Raster_X,Raster_Y,Valid_Predictor_Count,Total_Bands,Error,Year,Month,Month_ID
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_07.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,7,2021_07
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_08.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,8,2021_08
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_09.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,9,2021_09
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_10.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,10,2021_10
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_11.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,11,2021_11
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2021_12.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2021,12,2021_12
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_01.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,1,2022_01
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_02.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,2,2022_02
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_03.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,3,2022_03
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_04.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,4,2022_04
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL517,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_05.tif,Failed,89.59,22.79,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,5,2022_05
CL503,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_06.tif,Failed,89.5195,22.6012,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,6,2022_06
CL504,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_06.tif,Failed,89.4145,22.8093,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,6,2022_06
CL509,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_06.tif,Failed,89.3088,22.6887,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,6,2022_06
CL510,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_06.tif,Failed,89.55,22.8319,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,6,2022_06
CL515,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\predictor_stack\predictor_stack_2022_06.tif,Failed,89.3182,22.585,,,0,15,The EPSG code is unknown. PROJ: proj_create_from_database: C:\Users\HP\.conda\envs\geo\Library\share\proj\proj.db contains DATABASE.LAYOUT.VERSION.MINOR = 2 whereas a number >= 5 is expected. It comes from another PROJ installation.,2022,6,2022_06
